time,speed,stNOF,gas1,gas2,gas3,gas4,gas5,gas6,gas7,setgas1,setgas2,setgas3,setgas4,setgas5,setgas6,setgas7,ft1,ft2,ft3,ft4,ft5,ft6,ft7,stRTF,setgasAll,gasAll,ftAll,Id
8.5,145,675.23,587.67,477.42,428.35,309.87,299.92,301.9,322.69,610,500,450,310,300,300,320,885.2,885.2,899.2,951.1,948.8,917.3,838.4,831.48,2790,2727.82,6325.2,231
8.55,145,680.79,587.43,478.77,427.94,310.81,301.07,303.22,324.42,610,500,450,310,300,300,320,885.2,885.2,899.2,951.1,948.2,917.3,838.4,829.17,2790,2733.66,6324.6,231
8.6,145,670.83,585.74,479.13,428.75,312.06,299.85,303.26,323.83,610,500,450,310,300,300,320,885.2,885.2,899.2,951.1,948.2,917.3,838.4,831.25,2790,2732.62,6324.6,231
8.65,145,665.51,586.55,478.3,427.18,312.03,300.89,302.51,323.51,610,500,450,310,300,300,320,885.2,885.2,899.2,950.6,948.2,917.3,838.4,833.33,2790,2730.97,6324.1,231
8.7,145,662.73,585.21,478.08,442.06,312.15,299.95,302.46,322.89,610,500,450,310,300,300,320,885.2,885.2,899.2,950.6,948.2,917.3,838.4,834.72,2790,2742.8,6324.1,231
8.75,145,669.68,588.66,481.1,453.67,313.01,301.01,299.38,325.96,610,500,450,310,300,300,320,885.2,885.2,899.2,950.6,948.2,917.3,838.4,834.95,2790,2762.79,6324.1,231
8.8,145,671.76,590.91,482.98,456.24,314.35,299.33,298.6,326.83,610,500,450,310,300,300,320,885.2,885.2,899.2,950.6,948.2,917.3,838.4,831.02,2790,2769.24,6324.1,231
8.85,145,672.92,591.87,483.67,456.9,315.09,299.92,299.01,327.05,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,948.2,917.3,838.4,830.09,2790,2773.51,6323.5,231
8.9,145,669.21,596.62,483.84,457.28,314.93,300.29,299.02,327.63,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,948.2,917.3,838.4,831.71,2790,2779.61,6323.5,231
8.95,145,678.94,592.64,481.19,455.19,313.59,298.53,297.62,325.4,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,948.2,916.7,838.4,825.46,2790,2764.16,6322.9,231
9,145,669.21,591.81,480.5,453.92,313.2,298.13,297.4,325.18,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,948.2,916.7,838.4,829.86,2790,2760.14,6322.9,231
9.05,145,664.58,586.4,479.56,452.83,313.01,298.11,297.02,324.32,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,948.2,917.3,837.8,825.46,2790,2751.25,6322.9,231
9.1,145,665.74,590.12,479.06,452.44,312.47,298.09,296.45,323.27,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,948.2,917.3,838.4,830.32,2790,2751.9,6323.5,231
9.15,145,665.05,593.12,481.32,454.45,313.4,299.07,301.95,325.05,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,948.2,917.3,837.8,829.17,2790,2768.36,6322.9,231
9.2,145,667.82,593.88,482.97,456.22,313.99,299.5,303.81,326.37,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,948.2,916.7,837.8,829.17,2790,2776.74,6322.3,231
9.25,145,668.06,595.76,482.83,457.78,314.52,301.85,304.54,327.68,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,948.2,916.7,837.8,826.85,2790,2784.96,6322.3,231
9.3,145,668.98,595.76,483.29,457.55,313.66,303.65,304.89,328.01,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,948.2,916.7,837.8,824.54,2790,2786.81,6322.3,231
9.35,145,668.98,596.09,482.18,455.97,289.92,302.91,303.98,326.98,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,948.2,916.7,837.8,824.77,2790,2758.03,6322.3,231
9.4,145,668.52,589.95,478.87,453.24,286.01,300.96,297.89,323.64,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,948.2,916.7,837.8,826.39,2790,2730.56,6322.3,231
9.45,145,664.81,586.17,476.5,449.92,305.11,300.83,293.72,320.81,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,948.2,916.7,837.8,825.46,2790,2733.06,6322.3,231
9.5,145,664.81,581.2,475.27,448.7,309.42,299.47,292.53,320.13,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,947.6,916.7,837.8,825.46,2790,2726.72,6321.7,231
9.55,145,660.19,585.57,475.39,448.66,310.97,298.18,292.69,320.45,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,947.6,916.7,837.8,824.77,2790,2731.91,6321.7,231
9.6,145,668.29,586.37,476.35,450.62,312.38,296.2,301.45,322.77,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,947.6,916.7,837.8,826.39,2790,2746.14,6321.7,231
9.65,145,663.66,589.56,477.79,452.23,312.93,296.78,303.1,324.28,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,947.6,916.7,837.8,823.38,2790,2756.67,6321.7,231
9.7,145,663.19,586.13,478.73,452.62,313.9,297.8,304.09,325.3,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,947.6,916.7,837.8,826.39,2790,2758.57,6321.7,231
9.75,145,669.44,591.77,479.61,453.33,314.67,298.23,304.52,324.13,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,947.6,916.7,837.8,827.08,2790,2766.26,6321.7,231
9.8,145,665.51,592.85,481.15,454.32,315.29,298.87,304.8,325.71,610,500,450,310,300,300,320,885.2,885.2,898.6,950.6,947.6,916.7,837.8,824.31,2790,2772.99,6321.7,231
9.85,145,661.57,597.69,483.85,457.67,317.27,301.11,300.03,327.17,610,500,450,310,300,300,320,885.2,885.2,898,950,947.6,916.7,837.8,821.3,2790,2784.79,6320.5,231
9.9,145,668.52,596.43,485.71,458.44,318.24,303.38,299.6,327.47,610,500,450,310,300,300,320,885.2,885.2,898.6,950,947.6,916.7,837.8,825.69,2790,2789.27,6321.1,231
9.95,145,661.57,594.54,485.85,459.13,318.57,305.69,299.59,327.68,610,500,450,310,300,300,320,885.2,885.2,898.6,950,947.6,916.7,837.8,824.54,2790,2791.05,6321.1,231
10,145,666.67,598.67,485.38,449.89,317.61,305.41,299.12,327.91,610,500,450,310,300,300,320,885.2,885.2,898.6,950,947.6,916.7,837.8,822.92,2790,2783.99,6321.1,231
10.05,145,661.57,596.49,483.84,439,312.51,304.42,298.3,327.34,610,500,450,310,300,300,320,885.2,885.2,898.6,950,947.6,916.7,837.8,827.55,2790,2761.9,6321.1,231
10.1,145,654.17,598.71,484.24,438.58,287.98,303.04,298.72,327.58,610,500,450,310,300,300,320,885.2,885.2,898.6,950,947.6,916.7,837.8,824.54,2790,2738.85,6321.1,231
10.15,145,655.32,598.58,484.24,438.46,293.77,301.25,299.08,327.35,610,500,450,310,300,300,320,885.2,885.2,898.6,950,947.6,916.1,837.8,826.39,2790,2742.73,6320.5,231
10.2,145,659.72,598.9,484.6,439.5,309.46,300.56,299.29,328.29,610,500,450,310,300,300,320,885.8,885.2,898.6,950,947.6,916.1,837.8,823.61,2790,2760.6,6321.1,231
10.25,145,661.34,600.26,486.32,440.67,312.04,301.41,300.32,318.83,610,500,450,310,300,300,320,885.8,885.2,898.6,950,947.6,916.1,837.8,823.61,2790,2759.85,6321.1,231
10.3,145,659.03,596.57,486.34,440.93,312.22,301.6,300.34,315.46,610,500,450,310,300,300,320,885.8,885.2,898.6,950,947.6,916.1,837.8,827.55,2790,2753.46,6321.1,231
10.35,145,662.27,597.15,486.45,441.76,312.2,301.58,300.13,315.38,610,500,450,310,300,300,320,885.8,885.2,898,950,947.1,916.1,837.8,822.92,2790,2754.65,6320,231
10.4,145,661.34,592.7,484.75,439.01,311.04,300.2,299.29,314.49,610,500,450,310,300,300,320,885.8,885.2,898,950,947.1,916.1,837.3,821.3,2790,2741.48,6319.5,231
10.45,145,656.94,593.81,482.96,437.3,310.27,299.59,299.04,315.18,610,500,450,310,300,300,320,885.8,885.2,898,950,947.1,916.1,837.3,821.3,2790,2738.15,6319.5,231
